,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22
0,4776,7146,11686,20697,35098,43038,38551,24341,7045,920,39,1,1
5,7016,10639,16097,24699,39407,58586,64980,51993,28323,10648,1012,1,1
10,6264,7769,10498,15610,24465,37111,49670,58235,42163,11785,192,1,1
15,22,34,34,64,127,403,1808,1158,20,1,1,1,1
20,7,10,14,24,37,125,443,217,1,1,1,1,1
25,537,700,1020,1482,2451,3907,7543,13017,8885,1457,35,1,1
30,2345,2310,2717,3442,4679,6534,11097,21106,29138,21199,5038,151,1
35,7581,7365,8122,9553,11016,12561,17646,29032,35318,29875,20053,2511,26
40,13881,13900,14165,14643,16443,20187,27642,42104,57641,44034,13477,726,2
45,10950,11306,11102,11550,13292,16263,23031,36653,44940,37022,11348,331,2
50,11729,12224,12888,14190,15789,18373,24321,36511,42844,30425,12004,344,1
55,11637,12218,13013,14247,16641,21055,28169,36887,36232,24037,10859,481,1
60,22171,24473,25083,26360,30507,37079,42881,42405,37506,31856,23769,3119,8
65,25703,29256,31877,35029,40889,48377,51037,45056,34615,27356,22887,7690,112
70,24330,27494,31671,37059,43788,49840,49657,42114,33589,27001,17822,4857,81
75,18025,20135,22175,24896,28968,32413,32428,30387,27036,20481,10194,1649,15
80,6786,6463,6606,7315,7843,8260,9332,11563,11629,9036,5124,482,2
85,15393,15079,15185,16263,17677,16634,15048,14946,14343,10592,6397,560,4
90,5991,6743,7714,8770,9402,8436,8119,10410,9778,5217,1184,15,1
95,3128,3761,4747,5770,5524,5073,6040,9723,4434,130,1,1,1
100,14583,18539,23221,26571,25259,21702,20505,24822,13774,1176,10,1,1
105,7504,9410,11614,13000,12199,10635,11012,12664,7495,1142,14,1,1
110,3573,4589,5603,5841,5615,4917,5770,6598,3336,456,10,1,1
115,4518,6017,7295,7622,6610,5108,5247,7650,6625,1355,19,1,1
120,7077,9671,11116,11127,8947,6343,5399,6725,6925,2592,85,1,1
125,4051,5226,5596,4903,3510,2872,3448,4935,2894,658,21,1,1
130,445,473,455,367,283,360,523,452,31,1,1,1,1
135,555,573,458,321,268,374,1162,911,55,1,1,1,1
140,4750,5239,4661,3326,2217,1881,4286,4836,876,16,1,1,1
145,9141,10221,9048,6666,4188,3191,5112,7520,2876,137,1,1,1
150,8255,9322,8484,6227,3853,3014,4080,8095,4717,317,1,1,1
155,10822,11929,10623,7263,4200,3076,2956,4052,6511,6120,826,4,1
160,14427,15805,14281,9602,5706,4198,3897,5230,7783,8667,1248,7,1
165,16263,17776,16292,11999,7113,4969,4403,4140,6322,8031,2776,46,1
170,16545,18287,16918,12823,8239,5976,5375,6021,8431,7481,2081,43,1
175,15194,16365,14488,10646,6824,5349,5429,6882,8149,6694,1675,10,1
180,14692,16197,14244,10345,6399,4872,4859,5874,5631,5481,3452,360,6
185,16999,18624,17714,12968,8046,5993,5770,5043,5538,7837,6384,892,20
190,16675,18474,16906,12811,8058,6362,6335,5491,4985,6949,7167,1814,49
195,16793,18293,17302,13200,8582,7186,7497,6633,5484,5162,6931,5744,424
200,15581,17780,17437,13975,9796,8284,8955,8371,6695,5857,8576,6064,286
205,15824,18329,18140,15058,10234,8032,8839,8166,6403,5413,8858,6425,144
210,14153,16583,16642,14216,10279,8403,9062,8498,7015,7036,9373,4985,95
215,14455,17160,17510,15405,11797,9041,8693,8520,6655,5805,9145,5692,94
220,14695,17169,17350,15025,11613,9000,8178,7530,6351,5726,8675,4195,46
225,16229,18524,18654,16481,12887,9502,8103,7039,5740,5897,9461,4066,52
230,16986,18891,17822,15138,11314,8336,6952,6158,5241,5243,9113,6722,218
235,17766,20352,19974,17070,13566,10339,8225,6999,5924,5165,8755,7675,253
240,19701,22069,21178,18171,14466,11486,9730,8676,7101,6449,10611,6168,103
245,20894,23679,23085,19323,15784,12894,11058,9813,8426,7984,11047,5308,157
