,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22
0,151,258,410,752,1454,2736,3361,3078,2092,1170,424,119,1
5,5393,7866,11922,20458,37772,59767,66568,59844,58992,76486,53585,6620,5
10,4529,6298,9637,16175,29070,46160,53783,52353,50703,48200,43289,7735,22
15,3545,4668,6786,10024,17011,26433,33781,35070,34073,33690,38229,18696,322
20,2382,3129,4773,7179,11005,16419,20896,22819,22988,25699,33524,10984,41
25,1885,2365,3434,4909,7115,10093,13533,16223,19786,29429,32990,4295,16
30,1556,1989,2701,3726,5152,7243,9835,14062,25732,39454,22172,899,10
35,2091,2343,3109,4100,5566,7480,9955,12566,16697,29509,35698,5358,22
40,2724,2801,3374,4537,6192,8267,10688,13319,15741,20962,30284,17104,409
45,2880,2901,3481,4296,5764,7642,9684,11729,13775,15612,24588,19128,633
50,3787,3826,4240,5009,6197,7859,9659,12022,13797,16198,25264,15081,1239
55,4749,4535,4688,5290,6252,7601,9385,11590,13120,14555,20135,19503,2131
60,4612,4478,4390,4744,5328,6703,8600,10696,12070,12678,16020,19570,3170
65,3921,3490,3214,3157,3744,4952,7026,9065,10370,11315,14608,14466,1300
70,3779,3320,3029,3203,3765,5110,6871,8763,9767,10712,16009,7283,82
75,4073,3445,3125,3281,4133,5754,7633,9586,9966,10319,16038,10127,110
80,3824,3440,3253,3540,4282,6007,7747,8519,8639,8003,12434,11129,185
85,3135,2827,2782,3055,4053,5350,6488,6769,7105,10119,13840,3406,77
90,4563,4285,4457,4926,6282,7380,7991,7406,6824,8551,12997,6859,404
95,4377,4202,4230,5043,6236,7214,7420,6586,6612,7186,11410,6519,158
100,3894,3794,4170,5143,6464,7176,6935,5808,5302,7010,11255,2643,24
105,4583,4635,5414,6847,7961,8472,7573,6063,4956,5336,8517,3453,41
110,4896,5145,5828,7180,8284,8160,6953,5462,4593,5228,9157,4290,72
115,4721,5274,6342,7537,8578,8304,6845,5453,4653,5141,9501,5237,68
120,4689,4895,5693,6640,7409,6867,5426,4687,4709,6311,9163,2663,28
125,4278,4350,4777,5541,5848,5223,4297,3797,4129,5727,6312,1321,3
130,5505,5411,5998,6656,6823,5926,4585,3657,3320,4162,8726,2611,34
135,4714,5140,5359,5938,5846,4831,3536,3039,2996,3577,8157,3086,73
140,4636,5021,5543,5952,5863,4678,3364,2787,2633,3025,6166,2665,71
145,4546,5133,5681,6051,5549,4301,3084,2517,2407,3467,4323,1700,40
150,4756,5236,5962,6097,5489,4276,3008,2228,2265,3544,4212,1157,14
155,3567,4313,4743,5043,4603,3769,3175,3155,3111,2718,1542,226,3
160,3714,4391,4991,5083,4480,3657,2757,2351,3023,4673,4071,547,12
165,4688,5606,6423,6436,5800,4574,3616,3946,5206,3911,881,35,1
170,2080,2513,2657,2447,2180,1798,2089,3149,1389,73,1,1,1
175,4379,5302,6118,6142,5216,4200,3422,3930,5357,3928,566,12,1
180,6119,7463,8481,8629,7324,5599,4482,5530,7880,4697,701,13,2
185,7312,8751,9992,10122,8916,6747,5042,4672,5786,5787,1857,28,2
190,5392,6767,7613,7854,6721,5293,4301,4586,4473,3299,1497,40,1
195,6778,8645,10363,10678,9352,7393,5525,5069,5626,7126,3604,70,1
200,4167,5379,6135,6421,5670,4562,4122,5038,4416,2175,541,16,1
205,4596,5791,7083,7421,6599,5135,4929,6428,6065,2366,154,2,1
210,5157,6944,8629,9591,8631,6860,5409,5488,8054,6041,982,28,1
215,6951,9190,11239,12872,12266,10338,8684,8848,8217,3138,145,1,1
220,7766,10039,13304,15730,15159,12128,8678,6819,6213,8564,4118,194,1
225,6895,9127,12482,15250,14866,12029,8186,5825,5507,8299,4422,362,12
