,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22
0,1677,2575,4015,6851,10282,13147,15608,19862,19978,9359,2219,19,1
5,1413,2080,3225,4921,7057,9142,10966,13073,15082,10802,1506,17,1
10,1281,1959,3213,5052,7773,10332,12249,15496,19810,13793,3681,172,1
15,440,600,1186,2379,3387,4481,5178,7345,14155,17746,6816,148,1
20,490,720,1099,1693,2750,3934,5091,5687,7386,12433,17040,4484,80
25,639,858,1350,2039,3124,4471,5481,5893,6297,7075,14201,10877,398
30,584,774,1214,1761,2551,3510,4492,5047,5545,6785,12734,9856,338
35,661,882,1311,1967,2788,3750,4619,5563,6066,6640,9604,11761,1540
40,774,1017,1389,2035,2848,3975,4984,5717,6527,6832,7777,13354,5209
45,568,741,991,1411,1977,2785,3588,4252,4832,5335,7154,11451,2361
50,689,917,1206,1650,2232,2831,3498,4260,4790,5221,6789,11250,1385
55,818,1011,1206,1805,2270,2945,3462,4127,4623,5152,6648,12822,1665
60,945,1024,1352,1765,2214,2764,3292,3907,4517,5094,6727,14632,2087
65,808,941,1072,1492,1831,2247,2843,3338,3796,4531,6144,11657,4161
70,783,865,998,1232,1547,2021,2386,2850,3505,4215,5824,10945,3253
75,819,841,1059,1185,1492,1819,2160,2722,3286,4130,6550,10009,1136
80,902,939,1079,1238,1461,1694,2199,2567,3447,4114,6052,9871,1004
85,940,854,942,1111,1311,1574,1852,2393,3086,3591,5103,7569,1277
90,959,868,928,963,1059,1345,1845,2471,2977,3495,4472,5965,1040
95,698,708,676,736,898,1182,1726,2179,2749,3001,4617,4879,499
100,281,271,268,322,461,675,1058,1557,1964,3121,5111,1407,25
105,327,344,376,402,541,825,1373,1866,2359,3862,4239,877,7
110,539,497,679,746,784,1106,1684,2214,2707,3706,3079,448,6
115,475,438,469,565,677,1005,1549,1997,2908,3875,2097,101,1
120,518,466,498,563,656,977,1313,1526,2196,2697,865,11,1
125,591,548,576,714,855,1231,1741,1973,2531,3486,3497,362,3
130,589,552,630,664,838,1310,1722,1796,1778,2308,5269,873,4
135,278,269,306,356,498,849,1206,1340,1339,2294,3752,434,3
140,421,378,387,461,687,1234,1585,1579,1551,2639,3082,319,4
145,553,528,545,588,831,1388,1807,1707,1426,1787,3596,1530,27
150,535,459,524,658,898,1540,1921,1671,1377,1571,3716,2303,54
155,913,829,823,888,1298,1953,2496,2211,1590,1562,3479,4931,165
160,951,849,856,986,1353,2026,2501,2150,1621,1424,3444,5665,497
165,856,786,779,901,1310,2022,2452,2184,1661,1555,3695,5877,417
170,777,683,658,867,1301,2052,2319,2047,1521,1628,4300,4670,124
175,919,806,828,1067,1526,2163,2712,2338,1564,1327,2801,4887,165
180,1068,1047,1031,1167,1684,2388,2819,2608,1878,1522,3281,4811,256
185,999,907,908,1074,1538,2333,2691,2500,1976,1760,3560,6803,618
190,1108,967,1100,1169,1542,2348,2709,2687,2135,2052,4095,7319,1757
195,941,941,895,1046,1414,2032,2404,2420,2193,2012,3660,6501,1968
200,1009,898,932,1026,1350,1902,2419,2659,2346,1998,2780,5717,2448
205,992,949,1020,1094,1400,1900,2344,2411,1984,1857,2958,5498,1871
210,1015,923,975,1107,1521,1941,2329,2399,2141,1842,2797,6416,2676
215,929,906,995,1060,1494,1925,2274,2431,2235,1873,2392,6052,1892
220,786,760,880,965,1417,1798,2227,2328,2162,1818,2434,5833,1657
225,781,745,850,997,1354,1786,2167,2324,2124,1835,2344,5804,1463
230,771,740,842,986,1266,1742,2094,2347,2252,2084,2686,5357,1649
235,740,760,806,973,1288,1790,2173,2496,2352,2417,3166,5024,1126
240,830,757,837,1049,1343,1862,2309,2726,2815,2845,4749,5863,333
245,865,870,923,1119,1318,1796,2443,2839,2950,3073,5123,4338,105
